locations
"Damar, Kansas;Herington, Kansas;Aurora, Kansas;Gladstone, Michigan;Grand Island, Nebraska;Silver City, New Mexico;St. Mary Hospital in Manhattan, Kansas;St. Anthony's Murdock Memorial Hospital in Sabetha, Kansas;St. Joseph Hospital in El Paso, Texas;St. Anne's Home in Concordia, Kansas;St. Joseph's Hospital in Belvidere, Illinois;"
"Gladstone, Michigan;Lake Linden, Michigan;Silver City, New Mexico;Kansas;St. Mary's Convent in Grand Island, Nebraska;"
"Salina, Kansas;Boonville, Missouri;Grand Island, Nebraska;St. Anthony's Murdock Memorial Hospital in Sabetha, Kansas;St. Joseph's Hospital in El Paso, Texas;St. Mary Hospital in Manhattan, Kansas;St. John's Hospital in Salina, Kansas;Nemaha Valley Community Hospital in Seneca, Kansas;Medaille Center in Salina, Kansas;St. Mary's Convent in Concordia, Kansas;"
"Antonino, Kansas;St. Joseph, Kansas;Damar, Kansas;Gladstone, Michigan;St. John's Hospital in Salina, Kansas;Seneca, Kansas;Atwood, Kansas;Belvidere, Illinois;Nazareth Motherhouse in Concordia, Kansas;St. Peter, Kansas;Junction City, Kansas;St. Mary's Convent in Concordia, Kansas;Stafford Hall in Concordia, Kansas;"
"St. George, Illinois;Monett, Missouri;Clinton, Missouri;Park, Kansas;Manhattan, Kansas;Damar, Kansas;Junction City, Kansas;Marymount College in Salina, Kansas;Nazareth Motherhouse in Concordia, Kansas;St. Mary's Convent in Concordia, Kansas;"
"St. George, Illinois;Fairbury, Nebraska;Lake Linden, Michigan;Gladstone, Michigan;Park, Kansas;Clyde, Kansas;Oakley, Kansas;Grand Island, Nebraska;Nazareth Motherhouse in Concordia, Kansas;"
"Aurora, Kansas;Home of the Little Flower in Concordia, Kansas;St. Joseph Hospital in Concordia, Kansas;"
"Vincent, Kansas;Beloit, Kansas;Plainville, Kansas;Gorham, Kansas;St. Peter, Kansas;Seneca, Kansas;Oakley, Kansas;Marymount College in Salina, Kansas;Monett, Missouri;Medaille Center in Salina, Kansas;St. John's Hospital in Salina, Kansas;"
"Park, Kansas;"
"Collyer, Kansas;Tipton, Kansas;Park, Kansas;Vincent, Kansas;Salina, Kansas;Aurora, Kansas;Beloit, Kansas;Junction City, Kansas;Chicago, Illinois;Silver City, New Mexico;Grand Island, Nebraska;Sidney, Nebraska;St. Francis Medical Center in Grand Island, Nebraska;Medaille Center in Salina, Kansas;Little House Adult Learning Center in Salina, Kansas;Salina Regional Health Care Penn Campus in Salina, Kansas;Smoky Hill Museum in Salina, Kansas;Stafford Hall in Concordia, Kansas;Mt. Joseph Senior Village in Concordia, Kansas;"
"Sacred Heart High School in Salina, Kansas;Cawker City, Kansas;Leoville, Kansas;Manhattan, Kansas;Tipton, Kansas;Boonville, Missouri;Concordia, Kansas;"
"Antonino, Kansas;Aurora, Kansas;Salina, Kansas;Manhattan, Kansas;Aurora, Illinois;Boonville, Missouri;Grand Island, Nebraska;Sacred Heart High School in Salina, Kansas;Gorham, Kansas;Diocesan Office of Education in Salina, Kansas;"
"Abilene, Kansas;Silver City, Kansas;Gladstone, Michigan;St. George, Illinois;Fairbury, Nebraska;Grainfield, Kansas;Antonino, Kansas;St. Anne's Home in Concordia, Kansas;Mt. Joseph Senior Village in Concordia, Kansas;Nazareth Motherhouse in Concordia, Kansas;Russell, Kansas;Medaille Center in Salina, Kansas;"
"Tipton, Kansas;Vincent, Kansas;Marymount College in Salina, Kansas;Junction City, Kansas;Beloit, Kansas;Leoville, Kansas;Gladstone, Michigan;Lake Linden, Michigan;Chicago, Illinois;Boonville, Missouri;Medaille Center in Salina, Kansas;St. Mary's Convent in Concordia, Kansas;"

"Western Kansas;Illinois;Michigan;Missouri;Seven Dolors School in Manhattan, Kansas;Nazareth Motherhouse in Concordia, Kansas;"
"Leoville, Kansas;Herington, Kansas;Junction City, Kansas;Salina, Kansas;Manhattan, Kansas;Concordia, Kansas;Chicago, Illinois;Grand Island, Nebraska;St. Mary's Convent in Concordia, Kansas;"
"Gorham, Kansas;Collyer, Kansas;Cawker City, Kansas;Leoville, Kansas;St. Joseph's Hospital in Belvidere, Illinois;St. Joseph's Hospital in Concordia, Kansas;Nazareth Motherhouse in Concordia, Kansas;"
"Monett, Missouri;Manhattan, Kansas;Junction City, Kansas;Marymount College in Salina, Kansas;Nazareth Motherhouse in Concordia, Kansas;El Paso, Texas;St. Mary's Convent in Concordia, Kansas;"
"Plainville, Kansas;St. Joseph's Hospital in Concordia, Kansas;St. Mary's Academy in Silver City, New Mexico;St. Joseph's Orphanage in Abilene, Kansas;St. Joseph's Hospital in Concordia, Kansas;St. Mary's Convent in Concordia, Kansas;"
"Cawker City, Kansas;Herndon, Kansas;Collyer, Kansas;Antonino, Kansas;Plainville, Kansas;Aurora, Kansas;Pfeifer, Kansas;Sacred Heart High School in Salina, Kansas;Luckey High School in Manhattan, Kansas;Central Catholic High School in Grand Island, Nebraska;St. Patrick's Parish in Sidney, Nebraska;Medaille Center in Salina, Kansas;Nazareth Motherhouse in Concordia, Kansas;"
"Herndon, Kansas;Olyen, Nebraska;Leoville, Kansas;Park, Kansas;Tipton, Kansas;St. Peter, Kansas;Pfeifer, Kansas;Escanaba, Michigan;Gladstone, Michigan;Marymount College in Salina, Kansas;"
"Beloit, Kansas;Chicago, Illinois;Aurora, Illinois;St. George, Illinois;Grand Island, Nebraska;Junction City, Kansas;Salina, Kansas;Sacred Heart High School in Salina, Kansas;St. Mary's Convent in Grand Island, Nebraska;St. Mary's Convent in Concordia, Kansas;"
"Tipton, Kansas;Aurora, Kansas;Junction City, Kansas;Concordia, Kansas;Salina, Kansas;Grand Island, Nebraska;Marymount College in Salina, Kansas;St. Anne's Home in Concordia, Kansas;St. Mary's Convent in Concordia, Kansas;"
"Damar, Kansas;Aurora, Kansas;Schoenchen, Kansas;Gorham, Kansas;Collyer, Kansas;Herndon, Kansas;Monett, Missouri;St. George, Illinois;"
