"Teacher,Hospital Administrator,Nursing Home Administrator,",,,
"Teacher,Companion of the Infirmed,",,,
"Teacher,Nurse,Health Care,Retirement,",,,
"Teacher,Nurse,Companion to the Elderly,Retirement,",,,
"Teacher,Retirement,",,,
"Teacher,Retirement,",,,
"Homemaker,Companion of the Infirmed,Health Care,Retirement,",,,
"Homemaker,Companion to the Elderly,Retirement,",,,
"Teacher,",,,
"Housekeeper,Teacher,Accounting,Clinical Pastoral Ministry,Retirement,Volunteer,",,,
"Teacher,Principal,",,,
"Teacher,School Administrator,Tutor,Companion to the Elderly,",,,
"Teacher,Care Giver,Parish Ministry,Retirement,",,,
"Teacher,Retirement,",,,
"Teacher,Liturgist,Reference Librarian,Archivist,",,,
"Teacher,Librarian,Retirement,Companion to the Elderly,",,,
"Teacher,Retirement,",,,
"Homemaker,Nurse,Companion to the Elderly,Retirement,",,,
"Teacher,Librarian,Retirement,",,,
"Care Giver,Retirement,Companion to the Elderly,",,,
"Teacher,Librarian,Parish Ministry,Companion to the Elderly,Retirement,",,,
"Teacher,Homemaker,",,,
"Teacher,Librarian,Retirement,",,,
"Teacher,Retirement,Companion to the Elderly,",,,
"Teacher,Housekeeper,",,,
"Housekeeper,",,,
"Teacher,Liturgist,Retirement,Organist,",,,
"Teacher,Administration,Retirement,",,,
"Nurse,Retirement,",,,
"Teacher,Dietitian,Retirement,",,,
"Teacher,Retirement,",,,
"Teacher,Retirement,Companion to the Elderly,",,,
"Teacher,Librarian,Retirement,",,,
"Nurse,X-Ray Technician,Companion to the Elderly,Retirement,",,,
"Nurse,Laboratory Technician,Retirement,",,,
"Teacher,",,,
"Teacher,Hospital Finance,Bookkeeper,Retirement,",,,
"Teacher,Retirement,",,,
"Teacher,Retirement,",,,
"Teacher,Nurse Aide,Retirement,",,,
"Teacher,Pastoral Ministry,Retirement,",,,
"Housekeeper,Nurse,Retirement,",,,
"Teacher,Leadership,",,,
"Teacher,Principal,",,,
"Housekeeper,",,,
"Housekeeper,",,,
"Nurse,Retirement,",,,
"Cook,Nurse,Retirement,",,,
"Teacher,Cook,Housekeeping,Retirement,",,,
